record_id,student_id,group_id,session_type,session_datetime,status
AT000069,S0138,G01,session,2025-12-11 16:00:00,absent
AT000070,S0143,G01,session,2025-12-11 16:00:00,attended
AT000071,S0145,G01,session,2025-12-11 16:00:00,attended
AT000072,S0146,G01,session,2025-12-11 16:00:00,attended
AT000073,S0173,G01,session,2025-12-11 16:00:00,attended
AT000074,S0174,G01,session,2025-12-11 16:00:00,attended
AT000075,S0192,G01,session,2025-12-11 16:00:00,attended
AT000076,S0196,G01,session,2025-12-11 16:00:00,attended
AT000077,S0238,G01,session,2025-12-11 16:00:00,attended
AT000078,S0239,G01,session,2025-12-11 16:00:00,attended
AT000079,S0245,G01,session,2025-12-11 16:00:00,attended
AT000080,S0262,G01,session,2025-12-11 16:00:00,attended
AT000081,S0265,G01,session,2025-12-11 16:00:00,attended
AT000082,S0278,G01,session,2025-12-11 16:00:00,attended
AT000083,S0310,G01,session,2025-12-11 16:00:00,attended
AT000084,S0313,G01,session,2025-12-11 16:00:00,absent
AT000085,S0324,G01,session,2025-12-11 16:00:00,attended
AT000086,S0329,G01,session,2025-12-11 16:00:00,attended
AT000087,S0380,G01,session,2025-12-11 16:00:00,absent
AT000088,S0383,G01,session,2025-12-11 16:00:00,attended
AT000089,S0384,G01,session,2025-12-11 16:00:00,attended
AT000090,S0395,G01,session,2025-12-11 16:00:00,attended
AT000091,S0402,G01,session,2025-12-11 16:00:00,attended
AT000092,S0407,G01,session,2025-12-11 16:00:00,attended
AT000093,S0410,G01,session,2025-12-11 16:00:00,attended
AT000094,S0420,G01,session,2025-12-11 16:00:00,absent
AT000095,S0425,G01,session,2025-12-11 16:00:00,attended
AT000096,S0433,G01,session,2025-12-11 16:00:00,attended
AT000097,S0444,G01,session,2025-12-11 16:00:00,attended
AT000098,S0454,G01,session,2025-12-11 16:00:00,attended
AT000099,S0471,G01,session,2025-12-11 16:00:00,attended
AT000100,S0474,G01,session,2025-12-11 16:00:00,absent
AT000101,S0479,G01,session,2025-12-11 16:00:00,attended
AT000102,S0482,G01,session,2025-12-11 16:00:00,attended
AT000103,S0493,G01,session,2025-12-11 16:00:00,absent
AT000104,S0499,G01,session,2025-12-11 16:00:00,attended
AT000105,S0005,G01,session,2025-12-18 16:00:00,absent
AT000106,S0009,G01,session,2025-12-18 16:00:00,attended
AT000107,S0014,G01,session,2025-12-18 16:00:00,absent
AT000108,S0016,G01,session,2025-12-18 16:00:00,attended
AT000109,S0021,G01,session,2025-12-18 16:00:00,attended
AT000110,S0032,G01,session,2025-12-18 16:00:00,absent
AT000111,S0040,G01,session,2025-12-18 16:00:00,attended
AT000112,S0046,G01,session,2025-12-18 16:00:00,absent
AT000113,S0053,G01,session,2025-12-18 16:00:00,attended
AT000114,S0057,G01,session,2025-12-18 16:00:00,attended
AT000115,S0094,G01,session,2025-12-18 16:00:00,attended
AT000116,S0095,G01,session,2025-12-18 16:00:00,attended
AT000117,S0125,G01,session,2025-12-18 16:00:00,attended
AT000118,S0128,G01,session,2025-12-18 16:00:00,attended
AT000119,S0131,G01,session,2025-12-18 16:00:00,attended
AT000120,S0134,G01,session,2025-12-18 16:00:00,attended
AT000121,S0138,G01,session,2025-12-18 16:00:00,attended
AT000122,S0143,G01,session,2025-12-18 16:00:00,attended
AT000123,S0145,G01,session,2025-12-18 16:00:00,attended
AT000124,S0146,G01,session,2025-12-18 16:00:00,attended
AT000125,S0173,G01,session,2025-12-18 16:00:00,attended
AT000126,S0174,G01,session,2025-12-18 16:00:00,attended
AT000127,S0192,G01,session,2025-12-18 16:00:00,attended
AT000128,S0196,G01,session,2025-12-18 16:00:00,attended
AT000129,S0238,G01,session,2025-12-18 16:00:00,attended
AT000130,S0239,G01,session,2025-12-18 16:00:00,absent
AT000131,S0245,G01,session,2025-12-18 16:00:00,attended
AT000132,S0262,G01,session,2025-12-18 16:00:00,attended
AT000133,S0265,G01,session,2025-12-18 16:00:00,attended
AT000134,S0278,G01,session,2025-12-18 16:00:00,attended
AT000135,S0310,G01,session,2025-12-18 16:00:00,absent
AT000136,S0313,G01,session,2025-12-18 16:00:00,attended
AT000137,S0324,G01,session,2025-12-18 16:00:00,attended
AT000138,S0329,G01,session,2025-12-18 16:00:00,attended
AT000139,S0380,G01,session,2025-12-18 16:00:00,absent
AT000140,S0383,G01,session,2025-12-18 16:00:00,attended
AT000141,S0384,G01,session,2025-12-18 16:00:00,attended
AT000142,S0395,G01,session,2025-12-18 16:00:00,absent
AT000143,S0402,G01,session,2025-12-18 16:00:00,attended
AT000144,S0407,G01,session,2025-12-18 16:00:00,attended
AT000145,S0410,G01,session,2025-12-18 16:00:00,attended
AT000146,S0420,G01,session,2025-12-18 16:00:00,attended
AT000147,S0425,G01,session,2025-12-18 16:00:00,attended
AT000148,S0433,G01,session,2025-12-18 16:00:00,attended
AT000149,S0444,G01,session,2025-12-18 16:00:00,attended
AT000150,S0454,G01,session,2025-12-18 16:00:00,attended
AT000151,S0471,G01,session,2025-12-18 16:00:00,attended
AT000152,S0474,G01,session,2025-12-18 16:00:00,attended
AT000153,S0479,G01,session,2025-12-18 16:00:00,attended
AT000154,S0482,G01,session,2025-12-18 16:00:00,attended
AT000155,S0493,G01,session,2025-12-18 16:00:00,attended
AT000156,S0499,G01,session,2025-12-18 16:00:00,attended
AT000157,S0005,G01,quiz,2025-12-25 16:00:00,absent
AT000158,S0009,G01,quiz,2025-12-25 16:00:00,attended
AT000159,S0014,G01,quiz,2025-12-25 16:00:00,attended
AT000160,S0016,G01,quiz,2025-12-25 16:00:00,absent
AT000161,S0021,G01,quiz,2025-12-25 16:00:00,attended
AT000162,S0032,G01,quiz,2025-12-25 16:00:00,attended
AT000163,S0040,G01,quiz,2025-12-25 16:00:00,attended
AT000164,S0046,G01,quiz,2025-12-25 16:00:00,attended
AT000165,S0053,G01,quiz,2025-12-25 16:00:00,attended
AT000166,S0057,G01,quiz,2025-12-25 16:00:00,attended
AT000167,S0094,G01,quiz,2025-12-25 16:00:00,attended
AT000168,S0095,G01,quiz,2025-12-25 16:00:00,attended
AT000169,S0125,G01,quiz,2025-12-25 16:00:00,attended
AT000170,S0128,G01,quiz,2025-12-25 16:00:00,absent
AT000171,S0131,G01,quiz,2025-12-25 16:00:00,attended
AT000172,S0134,G01,quiz,2025-12-25 16:00:00,attended
AT000173,S0138,G01,quiz,2025-12-25 16:00:00,absent
AT000174,S0143,G01,quiz,2025-12-25 16:00:00,attended
AT000175,S0145,G01,quiz,2025-12-25 16:00:00,attended
AT000176,S0146,G01,quiz,2025-12-25 16:00:00,attended
AT000177,S0173,G01,quiz,2025-12-25 16:00:00,attended
AT000178,S0174,G01,quiz,2025-12-25 16:00:00,attended
AT000179,S0192,G01,quiz,2025-12-25 16:00:00,attended
AT000180,S0196,G01,quiz,2025-12-25 16:00:00,attended
AT000181,S0238,G01,quiz,2025-12-25 16:00:00,absent
AT000182,S0239,G01,quiz,2025-12-25 16:00:00,attended
AT000183,S0245,G01,quiz,2025-12-25 16:00:00,attended
AT000184,S0262,G01,quiz,2025-12-25 16:00:00,attended
AT000185,S0265,G01,quiz,2025-12-25 16:00:00,attended
AT000186,S0278,G01,quiz,2025-12-25 16:00:00,attended
AT000187,S0310,G01,quiz,2025-12-25 16:00:00,attended
AT000188,S0313,G01,quiz,2025-12-25 16:00:00,attended
AT000189,S0324,G01,quiz,2025-12-25 16:00:00,attended
AT000190,S0329,G01,quiz,2025-12-25 16:00:00,attended
AT000191,S0380,G01,quiz,2025-12-25 16:00:00,attended
AT000192,S0383,G01,quiz,2025-12-25 16:00:00,attended
AT000193,S0384,G01,quiz,2025-12-25 16:00:00,attended
AT000194,S0395,G01,quiz,2025-12-25 16:00:00,attended
AT000195,S0402,G01,quiz,2025-12-25 16:00:00,absent
AT000196,S0407,G01,quiz,2025-12-25 16:00:00,attended
AT000197,S0410,G01,quiz,2025-12-25 16:00:00,attended
AT000198,S0420,G01,quiz,2025-12-25 16:00:00,attended
AT000199,S0425,G01,quiz,2025-12-25 16:00:00,attended
AT000200,S0433,G01,quiz,2025-12-25 16:00:00,attended
AT000201,S0444,G01,quiz,2025-12-25 16:00:00,attended
AT000202,S0454,G01,quiz,2025-12-25 16:00:00,attended
AT000203,S0471,G01,quiz,2025-12-25 16:00:00,attended
AT000204,S0474,G01,quiz,2025-12-25 16:00:00,attended
AT000205,S0479,G01,quiz,2025-12-25 16:00:00,attended
AT000206,S0482,G01,quiz,2025-12-25 16:00:00,attended
AT000207,S0493,G01,quiz,2025-12-25 16:00:00,attended
AT000208,S0499,G01,quiz,2025-12-25 16:00:00,attended
AT001353,S0004,G02,session,2025-12-04 18:00:00,absent
AT001354,S0015,G02,session,2025-12-04 18:00:00,attended
AT001355,S0017,G02,session,2025-12-04 18:00:00,attended
AT001356,S0022,G02,session,2025-12-04 18:00:00,attended
AT001357,S0043,G02,session,2025-12-04 18:00:00,attended
AT001358,S0055,G02,session,2025-12-04 18:00:00,attended
AT001359,S0064,G02,session,2025-12-04 18:00:00,attended
AT001360,S0075,G02,session,2025-12-04 18:00:00,attended
AT001361,S0097,G02,session,2025-12-04 18:00:00,attended
AT001362,S0098,G02,session,2025-12-04 18:00:00,attended
AT001363,S0100,G02,session,2025-12-04 18:00:00,attended
AT001364,S0102,G02,session,2025-12-04 18:00:00,attended
AT001365,S0104,G02,session,2025-12-04 18:00:00,attended
AT001366,S0124,G02,session,2025-12-04 18:00:00,attended
AT001367,S0126,G02,session,2025-12-04 18:00:00,attended
AT001368,S0130,G02,session,2025-12-04 18:00:00,attended
AT001369,S0133,G02,session,2025-12-04 18:00:00,attended
AT001370,S0135,G02,session,2025-12-04 18:00:00,attended
AT001371,S0149,G02,session,2025-12-04 18:00:00,attended
AT001372,S0163,G02,session,2025-12-04 18:00:00,attended
AT001373,S0176,G02,session,2025-12-04 18:00:00,attended
AT001374,S0180,G02,session,2025-12-04 18:00:00,attended
AT001375,S0182,G02,session,2025-12-04 18:00:00,attended
AT001376,S0183,G02,session,2025-12-04 18:00:00,attended
AT001377,S0185,G02,session,2025-12-04 18:00:00,attended
AT001378,S0186,G02,session,2025-12-04 18:00:00,attended
AT001379,S0188,G02,session,2025-12-04 18:00:00,attended
AT001380,S0198,G02,session,2025-12-04 18:00:00,absent
AT001381,S0199,G02,session,2025-12-04 18:00:00,attended
AT001382,S0202,G02,session,2025-12-04 18:00:00,attended
AT001383,S0208,G02,session,2025-12-04 18:00:00,absent
AT001384,S0218,G02,session,2025-12-04 18:00:00,absent
AT001385,S0221,G02,session,2025-12-04 18:00:00,absent
AT001386,S0227,G02,session,2025-12-04 18:00:00,attended
AT001387,S0247,G02,session,2025-12-04 18:00:00,attended
AT001388,S0252,G02,session,2025-12-04 18:00:00,attended
AT001389,S0260,G02,session,2025-12-04 18:00:00,attended
AT001390,S0261,G02,session,2025-12-04 18:00:00,attended
AT001391,S0264,G02,session,2025-12-04 18:00:00,attended
AT001392,S0277,G02,session,2025-12-04 18:00:00,absent
AT001393,S0281,G02,session,2025-12-04 18:00:00,attended
AT001394,S0285,G02,session,2025-12-04 18:00:00,attended
AT001395,S0296,G02,session,2025-12-04 18:00:00,attended
AT001396,S0317,G02,session,2025-12-04 18:00:00,attended
AT001397,S0336,G02,session,2025-12-04 18:00:00,attended
AT001398,S0347,G02,session,2025-12-04 18:00:00,attended
AT001399,S0352,G02,session,2025-12-04 18:00:00,absent
AT001400,S0355,G02,session,2025-12-04 18:00:00,attended
AT001401,S0368,G02,session,2025-12-04 18:00:00,attended
AT001402,S0369,G02,session,2025-12-04 18:00:00,attended
AT001403,S0378,G02,session,2025-12-04 18:00:00,attended
AT001404,S0418,G02,session,2025-12-04 18:00:00,attended
AT001405,S0424,G02,session,2025-12-04 18:00:00,absent
AT001406,S0457,G02,session,2025-12-04 18:00:00,attended
AT001407,S0480,G02,session,2025-12-04 18:00:00,attended
AT001408,S0497,G02,session,2025-12-04 18:00:00,attended
AT001409,S0004,G02,session,2025-12-11 18:00:00,attended
AT001410,S0015,G02,session,2025-12-11 18:00:00,attended
AT001411,S0017,G02,session,2025-12-11 18:00:00,absent
AT001412,S0022,G02,session,2025-12-11 18:00:00,attended
AT001413,S0043,G02,session,2025-12-11 18:00:00,attended
AT001414,S0055,G02,session,2025-12-11 18:00:00,attended
AT001415,S0064,G02,session,2025-12-11 18:00:00,absent
AT001416,S0075,G02,session,2025-12-11 18:00:00,attended
AT001417,S0097,G02,session,2025-12-11 18:00:00,attended
AT001418,S0098,G02,session,2025-12-11 18:00:00,attended
AT001419,S0100,G02,session,2025-12-11 18:00:00,attended
AT001420,S0102,G02,session,2025-12-11 18:00:00,attended
AT001421,S0104,G02,session,2025-12-11 18:00:00,attended
AT001422,S0124,G02,session,2025-12-11 18:00:00,attended
AT001423,S0126,G02,session,2025-12-11 18:00:00,attended
AT001424,S0130,G02,session,2025-12-11 18:00:00,attended
AT001425,S0133,G02,session,2025-12-11 18:00:00,attended
AT001426,S0135,G02,session,2025-12-11 18:00:00,attended
AT001427,S0149,G02,session,2025-12-11 18:00:00,absent
AT001428,S0163,G02,session,2025-12-11 18:00:00,attended
AT001429,S0176,G02,session,2025-12-11 18:00:00,attended
AT001430,S0180,G02,session,2025-12-11 18:00:00,attended
AT001431,S0182,G02,session,2025-12-11 18:00:00,attended
AT001432,S0183,G02,session,2025-12-11 18:00:00,attended
AT001433,S0185,G02,session,2025-12-11 18:00:00,attended
AT001434,S0186,G02,session,2025-12-11 18:00:00,attended
AT001435,S0188,G02,session,2025-12-11 18:00:00,absent
AT001436,S0198,G02,session,2025-12-11 18:00:00,attended
AT001437,S0199,G02,session,2025-12-11 18:00:00,attended
AT001438,S0202,G02,session,2025-12-11 18:00:00,attended
AT001439,S0208,G02,session,2025-12-11 18:00:00,absent
AT001440,S0218,G02,session,2025-12-11 18:00:00,attended
AT001441,S0221,G02,session,2025-12-11 18:00:00,attended
AT001442,S0227,G02,session,2025-12-11 18:00:00,attended
AT001443,S0247,G02,session,2025-12-11 18:00:00,attended
AT001444,S0252,G02,session,2025-12-11 18:00:00,absent
AT001445,S0260,G02,session,2025-12-11 18:00:00,attended
AT001446,S0261,G02,session,2025-12-11 18:00:00,absent
AT001447,S0264,G02,session,2025-12-11 18:00:00,attended
AT001448,S0277,G02,session,2025-12-11 18:00:00,attended
AT001449,S0281,G02,session,2025-12-11 18:00:00,attended
AT001450,S0285,G02,session,2025-12-11 18:00:00,absent
AT001451,S0296,G02,session,2025-12-11 18:00:00,attended
AT001452,S0317,G02,session,2025-12-11 18:00:00,attended
AT001453,S0336,G02,session,2025-12-11 18:00:00,absent
AT001454,S0347,G02,session,2025-12-11 18:00:00,attended
AT001455,S0352,G02,session,2025-12-11 18:00:00,attended
AT001456,S0355,G02,session,2025-12-11 18:00:00,attended
AT001457,S0368,G02,session,2025-12-11 18:00:00,attended
AT001458,S0369,G02,session,2025-12-11 18:00:00,attended
AT001459,S0378,G02,session,2025-12-11 18:00:00,attended
AT001460,S0418,G02,session,2025-12-11 18:00:00,absent
AT001461,S0424,G02,session,2025-12-11 18:00:00,absent
AT001462,S0457,G02,session,2025-12-11 18:00:00,attended
AT001463,S0480,G02,session,2025-12-11 18:00:00,attended
AT001464,S0497,G02,session,2025-12-11 18:00:00,attended
AT001465,S0004,G02,session,2025-12-18 18:00:00,attended
AT001466,S0015,G02,session,2025-12-18 18:00:00,attended
AT001467,S0017,G02,session,2025-12-18 18:00:00,attended
AT001468,S0022,G02,session,2025-12-18 18:00:00,attended
AT001469,S0043,G02,session,2025-12-18 18:00:00,absent
AT001470,S0055,G02,session,2025-12-18 18:00:00,absent
AT001471,S0064,G02,session,2025-12-18 18:00:00,attended
AT001472,S0075,G02,session,2025-12-18 18:00:00,attended
AT001473,S0097,G02,session,2025-12-18 18:00:00,attended
AT001474,S0098,G02,session,2025-12-18 18:00:00,attended
AT001475,S0100,G02,session,2025-12-18 18:00:00,attended
AT001476,S0102,G02,session,2025-12-18 18:00:00,attended
AT001477,S0104,G02,session,2025-12-18 18:00:00,absent
AT001478,S0124,G02,session,2025-12-18 18:00:00,attended
AT001479,S0126,G02,session,2025-12-18 18:00:00,attended
AT001480,S0130,G02,session,2025-12-18 18:00:00,attended
AT001481,S0133,G02,session,2025-12-18 18:00:00,attended
AT001482,S0135,G02,session,2025-12-18 18:00:00,attended
AT001483,S0149,G02,session,2025-12-18 18:00:00,attended
AT001484,S0163,G02,session,2025-12-18 18:00:00,absent
AT001485,S0176,G02,session,2025-12-18 18:00:00,absent
AT001486,S0180,G02,session,2025-12-18 18:00:00,absent
AT001487,S0182,G02,session,2025-12-18 18:00:00,attended
AT001488,S0183,G02,session,2025-12-18 18:00:00,attended
AT001489,S0185,G02,session,2025-12-18 18:00:00,absent
AT001490,S0186,G02,session,2025-12-18 18:00:00,attended
AT001491,S0188,G02,session,2025-12-18 18:00:00,attended
AT001492,S0198,G02,session,2025-12-18 18:00:00,absent
AT001493,S0199,G02,session,2025-12-18 18:00:00,attended
AT001494,S0202,G02,session,2025-12-18 18:00:00,attended
AT001495,S0208,G02,session,2025-12-18 18:00:00,attended
AT001496,S0218,G02,session,2025-12-18 18:00:00,attended
AT001497,S0221,G02,session,2025-12-18 18:00:00,attended
AT001498,S0227,G02,session,2025-12-18 18:00:00,attended
AT001499,S0247,G02,session,2025-12-18 18:00:00,attended
AT001500,S0252,G02,session,2025-12-18 18:00:00,attended
AT001501,S0260,G02,session,2025-12-18 18:00:00,attended
AT001502,S0261,G02,session,2025-12-18 18:00:00,attended
AT001503,S0264,G02,session,2025-12-18 18:00:00,attended
AT001504,S0277,G02,session,2025-12-18 18:00:00,attended
AT001505,S0281,G02,session,2025-12-18 18:00:00,attended
AT001506,S0285,G02,session,2025-12-18 18:00:00,attended
AT001507,S0296,G02,session,2025-12-18 18:00:00,attended
AT001508,S0317,G02,session,2025-12-18 18:00:00,attended
AT001509,S0336,G02,session,2025-12-18 18:00:00,attended
AT001510,S0347,G02,session,2025-12-18 18:00:00,attended
AT001511,S0352,G02,session,2025-12-18 18:00:00,attended
AT001512,S0355,G02,session,2025-12-18 18:00:00,absent
AT001513,S0368,G02,session,2025-12-18 18:00:00,attended
AT001514,S0369,G02,session,2025-12-18 18:00:00,absent
AT001515,S0378,G02,session,2025-12-18 18:00:00,absent
AT001516,S0418,G02,session,2025-12-18 18:00:00,attended
AT001517,S0424,G02,session,2025-12-18 18:00:00,attended
AT001518,S0457,G02,session,2025-12-18 18:00:00,attended
AT001519,S0480,G02,session,2025-12-18 18:00:00,attended
AT001520,S0497,G02,session,2025-12-18 18:00:00,attended
AT001521,S0004,G02,quiz,2025-12-25 18:00:00,attended
AT001522,S0015,G02,quiz,2025-12-25 18:00:00,absent
AT001523,S0017,G02,quiz,2025-12-25 18:00:00,attended
AT001524,S0022,G02,quiz,2025-12-25 18:00:00,attended
AT001525,S0043,G02,quiz,2025-12-25 18:00:00,attended
AT001526,S0055,G02,quiz,2025-12-25 18:00:00,attended
AT001527,S0064,G02,quiz,2025-12-25 18:00:00,attended
AT001528,S0075,G02,quiz,2025-12-25 18:00:00,attended
AT001529,S0097,G02,quiz,2025-12-25 18:00:00,attended
AT001530,S0098,G02,quiz,2025-12-25 18:00:00,attended
AT001531,S0100,G02,quiz,2025-12-25 18:00:00,attended
AT001532,S0102,G02,quiz,2025-12-25 18:00:00,attended
AT001533,S0104,G02,quiz,2025-12-25 18:00:00,attended
AT001534,S0124,G02,quiz,2025-12-25 18:00:00,attended
AT001535,S0126,G02,quiz,2025-12-25 18:00:00,attended
AT001536,S0130,G02,quiz,2025-12-25 18:00:00,attended
AT001537,S0133,G02,quiz,2025-12-25 18:00:00,attended
AT001538,S0135,G02,quiz,2025-12-25 18:00:00,attended
AT001539,S0149,G02,quiz,2025-12-25 18:00:00,attended
AT001540,S0163,G02,quiz,2025-12-25 18:00:00,attended
AT001541,S0176,G02,quiz,2025-12-25 18:00:00,absent
AT001542,S0180,G02,quiz,2025-12-25 18:00:00,attended
AT001543,S0182,G02,quiz,2025-12-25 18:00:00,attended
AT001544,S0183,G02,quiz,2025-12-25 18:00:00,absent
AT001545,S0185,G02,quiz,2025-12-25 18:00:00,attended
AT001546,S0186,G02,quiz,2025-12-25 18:00:00,absent
AT001547,S0188,G02,quiz,2025-12-25 18:00:00,attended
AT001548,S0198,G02,quiz,2025-12-25 18:00:00,attended
AT001549,S0199,G02,quiz,2025-12-25 18:00:00,attended
AT001550,S0202,G02,quiz,2025-12-25 18:00:00,attended
AT001551,S0208,G02,quiz,2025-12-25 18:00:00,attended
AT001552,S0218,G02,quiz,2025-12-25 18:00:00,absent
AT001553,S0221,G02,quiz,2025-12-25 18:00:00,attended
AT001554,S0227,G02,quiz,2025-12-25 18:00:00,attended
AT001555,S0247,G02,quiz,2025-12-25 18:00:00,attended
AT001556,S0252,G02,quiz,2025-12-25 18:00:00,attended
AT001557,S0260,G02,quiz,2025-12-25 18:00:00,absent
AT001558,S0261,G02,quiz,2025-12-25 18:00:00,attended
AT001559,S0264,G02,quiz,2025-12-25 18:00:00,attended
AT001560,S0277,G02,quiz,2025-12-25 18:00:00,attended
AT001561,S0281,G02,quiz,2025-12-25 18:00:00,attended
AT001562,S0285,G02,quiz,2025-12-25 18:00:00,absent
AT001563,S0296,G02,quiz,2025-12-25 18:00:00,attended
AT001564,S0317,G02,quiz,2025-12-25 18:00:00,attended
AT001565,S0336,G02,quiz,2025-12-25 18:00:00,absent
AT001566,S0347,G02,quiz,2025-12-25 18:00:00,attended
AT001567,S0352,G02,quiz,2025-12-25 18:00:00,attended
AT001568,S0355,G02,quiz,2025-12-25 18:00:00,attended
AT001569,S0368,G02,quiz,2025-12-25 18:00:00,attended
AT001570,S0369,G02,quiz,2025-12-25 18:00:00,attended
AT001571,S0378,G02,quiz,2025-12-25 18:00:00,absent
AT001572,S0418,G02,quiz,2025-12-25 18:00:00,attended
AT001573,S0424,G02,quiz,2025-12-25 18:00:00,attended
AT001574,S0457,G02,quiz,2025-12-25 18:00:00,attended
AT001575,S0480,G02,quiz,2025-12-25 18:00:00,absent
AT001576,S0497,G02,quiz,2025-12-25 18:00:00,attended
AT002809,S0001,G03,session,2025-12-07 17:00:00,attended
AT002810,S0037,G03,session,2025-12-07 17:00:00,absent
AT002811,S0045,G03,session,2025-12-07 17:00:00,attended
AT002812,S0059,G03,session,2025-12-07 17:00:00,absent
AT002813,S0061,G03,session,2025-12-07 17:00:00,attended
AT002814,S0079,G03,session,2025-12-07 17:00:00,attended
AT002815,S0087,G03,session,2025-12-07 17:00:00,attended
AT002816,S0101,G03,session,2025-12-07 17:00:00,attended
AT002817,S0107,G03,session,2025-12-07 17:00:00,attended
AT002818,S0158,G03,session,2025-12-07 17:00:00,attended
AT002819,S0160,G03,session,2025-12-07 17:00:00,attended
AT002820,S0164,G03,session,2025-12-07 17:00:00,attended
AT002821,S0178,G03,session,2025-12-07 17:00:00,absent
AT002822,S0195,G03,session,2025-12-07 17:00:00,attended
AT002823,S0197,G03,session,2025-12-07 17:00:00,attended
AT002824,S0209,G03,session,2025-12-07 17:00:00,attended
AT002825,S0216,G03,session,2025-12-07 17:00:00,absent
AT002826,S0225,G03,session,2025-12-07 17:00:00,attended
AT002827,S0243,G03,session,2025-12-07 17:00:00,absent
AT002828,S0248,G03,session,2025-12-07 17:00:00,absent
AT002829,S0249,G03,session,2025-12-07 17:00:00,attended
AT002830,S0253,G03,session,2025-12-07 17:00:00,attended
AT002831,S0254,G03,session,2025-12-07 17:00:00,attended
AT002832,S0267,G03,session,2025-12-07 17:00:00,attended
AT002833,S0293,G03,session,2025-12-07 17:00:00,attended
